Test_Date,Maturity,Base Yield,Mean Reversion,Level Up,Level Down,Twist Up-to-Down,Twist Down-to-Up
2019-02-15,8.0,-0.0010974652695915543,0.0012204736719341736,0.0057527610407894884,-0.007947691579972598,0.0006604659441750368,-0.0028553964833581457
2019-02-15,9.0,-0.0005114881427122292,0.001977256991238189,0.006693206516100728,-0.007716182801525187,0.0010403161484841155,-0.002063292433908574
2019-02-15,10.0,6.412449534893933e-05,0.0026998997678216036,0.007570609977490621,-0.007442360986792742,0.001403984469538697,-0.0012757354788408182
2019-02-15,11.0,0.0006173797765249141,0.003380445586698156,0.00838256590968331,-0.007147806356633481,0.0017471310776848805,-0.0005123715246350523
2019-02-15,12.0,0.0011413438849144136,0.004015233417333064,0.009129783275313604,-0.0068470955054847765,0.0020676750189404978,0.0002150127508883296
2019-02-15,13.0,0.0016325307358766084,0.004603440759385402,0.009814895071331356,-0.00654983359957814,0.002365034285397658,0.000900027186355559
2019-02-15,14.0,0.0020897591132495296,0.005146062573393522,0.010441641339101316,-0.006262123112602257,0.002639592397883359,0.0015399258286157
2019-02-15,15.0,0.0025133476358225326,0.00564520250157177,0.01101431707099413,-0.005987621799349065,0.0028923274369202557,0.0021343678347248095
2019-02-15,16.0,0.0029045525360904445,0.006103586900974041,0.011537406833748298,-0.00572830176156741,0.003124557082687267,0.0026845479894936223
2019-02-15,17.0,0.0032651792688184263,0.0065242370139996595,0.01201534998940447,-0.005484991451767618,0.003337766079358792,0.0031925924582780606
2019-02-15,18.0,0.003597317977212789,0.00691025265890407,0.012452396384282067,-0.005257760429856489,0.0035334919013967716,0.0036611440530288065
2019-02-15,19.0,0.003903166707139136,0.007264673948000974,0.012852523940326974,-0.005046190526048701,0.003713251206861721,0.004093082207416551
2019-02-15,20.0,0.004184916353431959,0.0075903970628984465,0.013219397925004029,-0.00484956521814011,0.003878494603546437,0.004491338103317481
2019-02-15,21.0,0.004444678658992297,0.007890127008654052,0.013556357675809032,-0.004667000357824438,0.004030580832026855,0.004858776485957739
2019-02-15,22.0,0.0046844439096085265,0.008166355245619056,0.013866420856156938,-0.004497533036939886,0.004170764054959368,0.005198123764257685
2019-02-15,23.0,0.004906058819624324,0.008421353680962574,0.014152298389704443,-0.004340180750455795,0.004300189804458702,0.005511927834789945
2019-02-15,24.0,0.005111217884469899,0.008657179072947422,0.014416415401635293,-0.0041939796326954945,0.004419896476798634,0.0058025392921411635
2019-02-15,25.0,0.005301463477489015,0.008875683738510129,0.014660935036526806,-0.0040580080815487765,0.0045308202203171825,0.006072106734660847
2019-02-15,26.0,0.005478191403781288,0.00907852976167355,0.014887783103556866,-0.00393140029599429,0.004633801743548001,0.006322581064014576
2019-02-15,27.0,0.005642659648731835,0.00926720482466635,0.015098672251787898,-0.003813352954324228,0.0047295940529147595,0.006555725244548911
