Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2000-01-07,0.001961407999999969,0.004663768778890816,0.007110484042434725,0.009310175974168089,0.011278195039399634,0.013033327440569217,0.014595642650142576,0.01598512980122004,0.017220873980697354,0.018320596899838816,0.019300438979909348,0.020174897381763854,0.020956861138277473,0.021657703371164936,0.02228740380057814,0.022854683985321173,0.023367144116461996,0.023831394557080766,0.024253178271119908,0.02463748224058307,0.024988637236149108,0.02531040609701743,0.025606061143603587,0.025878451598363453,0.02613006200000001,0.026363062616060074,0.026579352823647352,0.026780598361392967,0.02696826327365587,0.027143637280334806,0.027307859219002105,0.027461937124068077,0.027606765432369056,0.02774313973682723,0.027871769449818694,0.02799328868533443,0.02810826562340424,0.02821721058093089,0.02832058297936461,0.028418797370857698,0.028512228660035464,0.028601216637716347,0.028686069925284566,0.028767069413499092,0.02884447126690681,0.028918509554365843,0.028989398557175097,0.029057334798691936,0.02912249883288211,0.02918505682380041
2000-01-14,0.0019313909999999943,0.004704287117105161,0.0071862358026554265,0.009397214547831403,0.011360643031299517,0.013101001537509644,0.014642342375410594,0.016007409248479314,0.017217164211426876,0.01829058234438721,0.019244617326251965,0.020094271588878936,0.020852726228474727,0.021531500903356655,0.022140624408883425,0.02268880382302665,0.02318358501684169,0.023631500608350575,0.02403820359525149,0.02440858627921838,0.024746884938508056,0.025056771189443144,0.025341431222300148,0.025603634187338464,0.025845790999999996,0.02607000476998502,0.026278113963252154,0.026471729296225655,0.02665226524859266,0.0268209669717382,0.026978933267919683,0.0271271362226461,0.027266437990090445,0.02739760515865265,0.027521321060475605,0.02763819633402782,0.027748778001923942,0.027853557286059996,0.0279529763480266,0.028047434113825494,0.028137291317423187,0.028222874876982627,0.028304481700150992,0.028382382000056633,0.028456822191256472,0.028528027424414626,0.028596203809674915,0.028661540371253853,0.02872421076950533,0.02878437482140864
2000-01-21,0.002001435999999999,0.00467689648547072,0.007090234443768927,0.009253493659829843,0.011184288350297555,0.012902857543789687,0.014430160952218711,0.015786692350470262,0.016991781347299933,0.01806322244938674,0.019017118930245314,0.019867863622272483,0.02062820327776684,0.021309350437288203,0.021921118858702886,0.022472066983236758,0.022969639716027692,0.02342030274705161,0.023829666284891065,0.024202596814096283,0.024543316596755023,0.02485549131855033,0.02514230666866046,0.02540653483906147,0.025650592,0.02587658780130304,0.026086367895525674,0.02628155039995588,0.0264635571241366,0.026633640296714143,0.02679290543551347,0.02694233092087824,0.027082784756060338,0.02721503893036503,0.027339781740796387,0.027457628375677837,0.02756913001851864,0.027674781691546357,0.027775029025096095,0.02787027411073379,0.027960880571936714,0.028047177965763778,0.02812946561169196,0.0282080159292079,0.028283077353421768,0.02835487688756562,0.028423622342453027,0.028489504305556898,0.02855269787609316,0.028613364197196987
2000-01-28,0.001821210000000002,0.004119081099396678,0.0062700197787575246,0.008253969377895305,0.010065112678378871,0.0117066191038176,0.013187042559196662,0.014517885875405135,0.015711984610666432,0.01678246194401467,0.017742077873180787,0.018602847420038093,0.01937583953787791,0.020071094905278284,0.020697619692382666,0.02126342581345503,0.021775597670972716,0.022240372064658908,0.02266322258911245,0.0230489430573896,0.023401726683628485,0.023725239236175494,0.024022685348846752,0.024296867805401464,0.024550239999999994,0.024784952001376318,0.025002890764755883,0.025205715080907774,0.025394885852194352,0.025571692258881146,0.02573727433729163,0.025892642442566442,0.026038694017921846,0.026176228042566578,0.026305957483680843,0.026428520035059112,0.02654448738656841,0.02665437323451031,0.02675864021311424,0.026857705901422703,0.02695194803738981,0.02704170905171692,0.027127300017416266,0.02720900409696971,0.027287079556910013,0.027361762409405303,0.027433268731715567,0.02750179670698831,0.027567528423573327,0.02763063146469642
2000-02-04,0.001991478000000001,0.004826750166731596,0.007329228871961081,0.009533065137977664,0.011471661150063496,0.01317646433029185,0.014676333149260055,0.015997276109906127,0.017162426958464667,0.01819216272165472,0.019104301768118077,0.01991434045118921,0.02063570167889599,0.02127997889451939,0.02185716581256863,0.022375866823589715,0.02284348595672781,0.023266394167725066,0.02365007585230054,0.02399925611637671,0.024318010636637674,0.024609860035766613,0.02487785065735237,0.02512462351051124,0.025352473,0.025563396887517284,0.025759138758769656,0.025941224107544944,0.026110990997346258,0.026269616125353168,0.026418136993192263,0.026557470783804625,0.02668843045259906,0.026811738462789628,0.026928038527935662,0.027037905667839212,0.027141854835787717,0.02724034833444728,0.027333802203427477,0.027422591732694325,0.027507056231769012,0.027587503164297332,0.027664211740492117,0.027737436045614666,0.027807407770627977,0.027874338601050187,0.027938422311546786,0.02799983660666125,0.028058744742074777,0.028115296955722454
2000-02-11,0.001981458000000001,0.0051712366305951855,0.007902314806393479,0.010245885727138576,0.012262107399702666,0.01400168122825486,0.015507258712207608,0.01681467468519561,0.01795401523116435,0.01895053367403461,0.019825430415533588,0.020596512959155672,0.021278751928743768,0.021884747748802245,0.022425121214511925,0.022908839642240615,0.02334348877821321,0.023735499224056843,0.024090334849163255,0.02441264951532213,0.024706417439433723,0.02497504165792035,0.02522144432008705,0.025448141913639876,0.025657308,0.025850825596628615,0.02603033097599969,0.026197250345079137,0.026352830615466512,0.026498165264298677,0.02663421611237628,0.026761831702614917,0.0268817628436657,0.026994675786054384,0.02710116341783188,0.027201754800501625,0.02729692331139662,0.02738709361365903,0.027472647637828824,0.027553929728374695,0.027631251083149795,0.027704893592781044,0.027775113169628034,0.027842142641538278,0.02790619427365817,0.02796746197160378,0.028026123211001463,0.02808234073148616,0.02813626402745786,0.028188030663049177
2000-02-18,0.0018812789999999998,0.005014833759525353,0.0076867629593754235,0.00997128542486833,0.011930447985912683,0.013616059633358808,0.015071350347320562,0.016332382031985625,0.017429240735661336,0.01838703879096678,0.019226753660541496,0.019965927762057287,0.020619250783878735,0.021199043242730482,0.021715657424715408,0.022177809468840945,0.02259285423088077,0.022967012710052012,0.023305560220218773,0.02361298212073222,0.023893102765044846,0.024149192352278498,0.0243840555531398,0.02460010510391597,0.024799423,0.02498381145520099,0.02515483540913098,0.025313858048633113,0.025462070548991272,0.025600517026824077,0.025730115520983733,0.0258516756736813,0.02596591366582768,0.026073464863572662,0.026174894553416466,0.02627070707791396,0.026361353630308313,0.02644723892230277,0.02652872690287336,0.02660614567612497,0.026679791741540212,0.026749933659617434,0.02681681522906889,0.026880658247819475,0.02694166491849497,0.027000019949493498,0.027055892394750276,0.02710943726865038,0.027160796966986006,0.02721010252020365
2000-02-25,0.0018612699999999993,0.00527312543384487,0.008133717377216583,0.010542765982035627,0.012580857105360891,0.01431324192995419,0.015792866476400897,0.017062788873232565,0.018158109747896424,0.019107515277862235,0.019934511936194468,0.02065841569106471,0.02129514550519907,0.02185786073682982,0.02235747391733534,0.02280306393434523,0.023202209534716935,0.023561259003320196,0.023885548651985028,0.024179580194667854,0.024447165052304924,0.024691542014980333,0.024915473403635112,0.025121323850237503,0.025311124999999997,0.02548662878900016,0.025649351431485553,0.02580060983631466,0.025941551840082268,0.026073181378590916,0.02619637950504606,0.02631192199202401,0.026420494116430673,0.02652270311561331,0.02661908871315897,0.02671013204045385,0.02679626322139412,0.02687786784002389,0.026955292472167672,0.02702884943059463,0.02709882084751643,0.027165462197169997,0.02722900534398184,0.027289661187634907,0.02734762196468766,0.02740306325676281,0.027456145747355807,0.027507016762706844,0.02755581162668973,0.027602654855096567
2000-03-03,0.0020514829999999985,0.0053426628312021095,0.008083116408273812,0.010376408223882127,0.012305352609538934,0.013936339198441805,0.015322732174988536,0.016507545488940283,0.017525551447360194,0.018404945351549788,0.019168661858265542,0.019835417767032425,0.020420539617192673,0.020936621774211548,0.021394050785771886,0.021801424067946516,0.02216588495495539,0.022493391436502693,0.022788932222649504,0.023056700891126866,0.023300236610024144,0.02352253815317329,0.023726156529941585,0.023913270452754973,0.024085747999999997,0.02424519714869718,0.024393007311245156,0.02453038358293238,0.024658375067816377,0.02477789838120135,0.024889757212586724,0.02499465866206463,0.025093226926641597,0.02518601480371403,0.025273513391318215,0.025356160294372206,0.025434346589428024,0.025508422754690525,0.02557870373504037,0.025645473281783716,0.02570898768245738,0.025769478976145302,0.02582715773353258,0.025882215467636166,0.02593482673024582,0.025985150940135166,0.02603333398169998,0.026079509606557652,0.026123800665564346,0.02616632019448486
2000-03-10,0.002251706999999998,0.005619571928421591,0.008394793920445714,0.010694657861009713,0.012611698209581522,0.01421913800902335,0.015575098861500004,0.016725865296731566,0.017708420578436954,0.018552420351862386,0.019281731861491028,0.019915636905238177,0.020469774069797723,0.02095687846283583,0.021387363868112377,0.021769782045740663,0.022111186055517942,0.022417418443160253,0.02269334047522289,0.022943015016197957,0.023169852864464886,0.023376730214033522,0.02356608324210259,0.023739984527778365,0.023900204999999994,0.024048264327603753,0.024185472051379258,0.024312961278304047,0.02443171638210317,0.024542595858867634,0.024646351253893237,0.02474364289239501,0.024835053001629026,0.02492109669691311,0.025002231212623724,0.02507886368642448,0.025151357746822887,0.025220039107581936,0.025285200335123333,0.025347104924958383,0.025405990798882203,0.025462073314994973,0.025515547866642892,0.025566592133368052,0.025615368036338702,0.02566202344203603,0.02570669365083182,0.02574950270120873,0.025790564515514435,0.025829983909114246
