0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
36.0,0.30000000000000004,-3.46944695e-17,0.075,0.018,0.076,0.093,0.064,-3.46944695e-18,0.06,0.12,0.993753,0.99219,0.997835,2.37,-2.295,-2.64,0.084,-0.081,0.028,-0.119,-0.11,0.136,-14872.323556428064
