0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
256.0,0.30000000000000004,-3.46944695e-17,0.075,0.019,0.06699999999999999,0.092,0.065,-3.46944695e-18,0.06999999999999999,0.12,0.993753,0.99219,0.997935,2.3400000000000007,-2.2650000000000006,-2.5400000000000023,0.084,-0.081,0.028,-0.119,-0.109,0.135,-14342.867567243022
