0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
4214.0,0.23,0.042199999999999974,0.026400000000000003,0.029400000000000003,0.031399999999999983,0.03529999999999998,0.03639999999999998,0.03639999999999998,0.03739999999999998,0.03739999999999998,0.05039999999999998,0.214,0.332,0.9951499999999939,0.9947699999999924,0.9923799999999924,2.2690800000000055,-2.251000000000004,-2.9140000000000095,0.07179999999999999,-0.07020000000000001,0.018900000000000007,-0.08109999999999969,-0.060200000000000004,0.09499999999999995,-14109.30292696712
