Maturity,Base Yield,Mean Reversion,Level Up,Level Down,Twist Up-to-Down,Twist Down-to-Up
1.0,-0.0005065468073144738,-0.0006042074975388007,-1.0472011504867348e-05,-0.0010026216031240802,0.00025978373222252814,-0.0012728773468514759
2.0,-0.00048132596973615716,-0.0005817253211598126,0.000756855488131519,-0.0017195074276038333,0.0010082430927495876,-0.0019708950322219016
3.0,-0.00030909065430341064,-0.00037836187811381345,0.0016163872750133553,-0.0022345685836201766,0.0016172410042090831,-0.002235422312815904
4.0,-3.568303072763821e-05,-5.0339260486574524e-05,0.002523509107173225,-0.0025948751686285013,0.002113960783865103,-0.0021853268453203793
5.0,0.0003044013152480032,0.0003600215428499672,0.003445937984678445,-0.0028371353541824388,0.0025201818753293036,-0.0019113792448332972
6.0,0.0006854180077821934,0.0008211226279769603,0.004360755026162804,-0.002989919010598417,0.0028533653173834763,-0.0014825293018190895
7.0,0.0010883505188662192,0.0013096113628214927,0.005252111605974224,-0.003075410568241786,0.003127519831820655,-0.0009508187940882166
8.0,0.0014993353176653403,0.0018084516325638654,0.0061094606162234565,-0.003110789980892776,0.0033538930438171844,-0.0003552224084865036
9.0,0.0019084383601683389,0.002305425215553848,0.0069261967215656865,-0.0031093200012290087,0.0035415232921140087,0.000275353428222669
10.0,0.0023087065108472983,0.002791969769338603,0.007698614644927315,-0.0030812016232327185,0.0036976802760428666,0.0009197327456517297
11.0,0.0026954338542891513,0.003262279934563638,0.008425114306880886,-0.003034246598302583,0.0038282170453742344,0.0015626506632040681
12.0,0.0030655957496708857,0.0037126138451490974,0.009105597182469019,-0.002974405683127248,0.003937851267277278,0.002193340232064494
13.0,0.0034174136358811236,0.004140759761079094,0.009741010438612694,-0.0029061831668504468,0.00403039006380648,0.0028044372079557675
14.0,0.0037500215880564894,0.004545627322571822,0.010333004984122592,-0.002832961808009613,0.004108909813430095,0.003391133362682884
15.0,0.004063211914003209,0.004926935620108785,0.010883681063739811,-0.002757257235733393,0.0041759000001216195,0.003950523827884798
16.0,0.004357242022167171,0.00528497632519479,0.01139540089981252,-0.002680916855478178,0.004233378353218231,0.0044811056911161105
17.0,0.004632688676382885,0.005620434880374912,0.011870652478680573,-0.0026052751259148027,0.004282983054919053,0.004982394297846717
18.0,0.004890338801474612,0.005934256479142406,0.012311952168117217,-0.002531274565167994,0.004326046623785539,0.005454630979163684
19.0,0.0051311083953926185,0.006227546494118759,0.012721776653415881,-0.002459559862630645,0.004363655151287304,0.005898561639497933
20.0,0.005355982977969933,0.0065014973066206076,0.013102516863012604,-0.002390550907072739,0.0043966958260434836,0.006315270129896382
21.0,0.005565974474008771,0.00675733528758124,0.013456448253695574,-0.002324499305678032,0.0044258950885159845,0.006706053859501558
22.0,0.005762090576302549,0.006996283085296728,0.013785713145647568,-0.002261531993042471,0.004451849286920721,0.007072331865684378
23.0,0.005945313530963515,0.007219533473563837,0.014092311821423056,-0.0022016847594960257,0.004475049328673162,0.007415577733253869
24.0,0.006116585987082521,0.0074282318705867385,0.014378099895349062,-0.002144927921184021,0.004495900521373027,0.007737271452792014
25.0,0.006276802097825281,0.007623465306602705,0.014644790071649223,-0.0020911858759986614,0.004514738557706994,0.008038865637943567
26.0,0.006426802484029776,0.0078062561374677986,0.014893956880718057,-0.0020403519126585045,0.004531842407398971,0.008321762560660582
27.0,0.006567372000522923,0.007977559204655978,0.015127043344662427,-0.0019922993436165817,0.004547444726659165,0.008587299274386681
28.0,0.006699239500396986,0.008138261454567133,0.015345368799928902,-0.0019468897991349312,0.004561740273663344,0.008836738727130629
29.0,0.006823078989613153,0.008289183271585558,0.015550137315660278,-0.001903979336433971,0.004574892721207051,0.009071265258019255
30.0,0.006939511716271006,0.008431080965576007,0.015742446306293168,-0.0018634228737511574,0.004587040179864768,0.009291983252677244
31.0,0.007049108855686447,0.008564649997677722,0.015923295057457376,-0.0018250773460844819,0.004598299682786465,0.00949991802858643
32.0,0.00715239454188121,0.008690528637936977,0.016093592974527556,-0.0017888038907651364,0.004608770833531506,0.009696018250230915
33.0,0.007249849064326261,0.008809301832001567,0.016254167430253503,-0.0017544693016009793,0.004618538778558185,0.009881159350094338
34.0,0.0073419121005854245,0.0089215051176469,0.016405771137225324,-0.0017219469360544755,0.004627676634152323,0.010056147567018526
35.0,0.007428985894610432,0.009027628479888021,0.01654908900675048,-0.0016911172175296182,0.004636247472091013,0.010221724317129852
36.0,0.007511438319757404,0.009128120069422886,0.016684744481304838,-0.00166186784179003,0.004644305947922238,0.010378570691592572
37.0,0.007589605787395561,0.009223389735927272,0.01681330534559575,-0.0016340937708046281,0.0046518996393798626,0.01052731193541126
38.0,0.007663795978024139,0.00931381234743985,0.016935289033382747,-0.0016076970773344695,0.004659070149333798,0.01066852180671448
39.0,0.0077342903834706055,0.009399730881412558,0.017051167455029555,-0.0015825866880883454,0.004665854017148472,0.010802726749792739
40.0,0.007801346657070671,0.00948145928325326,0.017161371375446804,-0.0015586780613054615,0.004672283473870902,0.01093040984027044
41.0,0.007865200774545982,0.009559285095356859,0.017266294374492352,-0.0015358928254003874,0.004678387069879164,0.0110520144792128
42.0,0.007926069012228166,0.009633471864478818,0.017366296422680325,-0.0015141583982239918,0.004684190198161922,0.011167947826294409
43.0,0.00798414975181174,0.009704261338444788,0.01746170710470258,-0.0014934076010790966,0.004689715532005851,0.01127858397161763
44.0,0.008039625122323141,0.009771875465064589,0.017552828522155773,-0.0014735782775094908,0.0046949833923290146,0.011384266852317268
45.0,0.008092662490750406,0.009836518207074338,0.01763993790526525,-0.0014546129237644374,0.004700012057045105,0.011485312924455707
46.0,0.00814341581300203,0.009898377187229081,0.01772328996150393,-0.0014364583354998708,0.004704818022541276,0.011582013603462784
47.0,0.00819202685671471,0.009957625177507458,0.017803118986964114,-0.0014190652735346938,0.004709416225492077,0.011674637487937341
48.0,0.008238626307029363,0.010014421445918147,0.017879640764255605,-0.0014023881501968802,0.00471382023172774,0.011763432382330985
49.0,0.008283334765892032,0.010068912973724886,0.017953054268645924,-0.0013863847368618606,0.0047180423976566745,0.01184862713412739
50.0,0.008326263654777144,0.010121235555113685,0.018023543202175217,-0.00137101589262093,0.00472209400875403,0.011930433300800259
