0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
784.0,0.23,0.028999999999999984,0.026999999999999982,0.030999999999999986,0.03499999999999999,0.03899999999999999,0.039999999999999994,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.047,0.21000000000000005,0.3300000000000001,0.9956530000000001,0.9952900000000001,0.995435,2.158086927,-2.1357654259999994,-2.763360838000003,0.07899999999999999,-0.07499999999999998,0.014999999999999993,-0.09100000000000001,-0.06399999999999997,0.06899999999999998,-13044.385654503416
