Test_Date,VaR_Portfolio0,VaR_Portfolio1,VaR_Portfolio2,VaR_Portfolio3
2006-03-31,0.5991647696847551,1.1322717387826224,1.5665320854167077,2.7621640466218778
2006-04-30,0.6028109006234189,1.143378893478321,1.641181297206869,2.8330272020394345
2006-05-31,0.5932878510765236,1.1196004181725707,1.595094486870689,2.793450944686656
2006-06-30,0.6165371429643814,1.1485223482810134,1.6800037762728899,2.9564684710862688
2006-07-31,0.5612352524637616,1.1131192051660512,1.5250337759355417,2.6775628462069174
2006-08-31,0.5725553929293932,1.1486365948989934,1.6328425293518078,2.834288949516106
2006-09-30,0.557251038961437,1.1275999616117527,1.5690001373735776,2.734961226365656
2006-10-31,0.5593020982250604,1.1711070563965171,1.6361026743582663,2.8381659826964407
2006-11-30,0.5637265922811825,1.2046211012540997,1.6147421461474174,2.803552612678137
2006-12-31,0.5894542843562156,1.3895472044860362,1.6502626776368543,2.8911756906052304
2007-01-31,3.732541970030819,5.839187970821559,3.8595544389871774,6.4701622806771955
2007-02-28,3.6279990803393707,5.389183687046185,3.9228769204004235,6.450470902214239
2007-03-31,3.405305185515552,4.59147674716465,3.4675888496357175,5.713817326251708
2007-04-30,3.29004736900058,4.647946774507112,3.5372675727596095,5.8315160833246455
2007-05-31,3.162432833045683,4.289847392469214,3.335206069850045,5.498449080388434
2007-06-30,3.1857644566105234,4.2377550196230285,3.3558452439519106,5.555239782872262
2007-07-31,3.0503814942151144,4.49908121031813,3.2995290017358063,5.458189532963278
2007-08-31,3.084380131822425,4.588832065888974,3.2797447028832285,5.422881146876655
2007-09-30,3.074477654961123,4.3392839455575425,3.279400181194282,5.428191152352274
2007-10-31,2.922887586310202,4.311473166297285,3.275812186594119,5.3932443383211
2007-11-30,2.879926154064098,3.532755983674603,2.466786819700979,4.089972154962542
2007-12-31,2.4399256325095195,3.3456270147020475,2.561509144918149,4.2567111408671785
2008-01-31,2.102565232753686,2.9003777931548913,2.2074061345346068,3.621466674803378
2008-02-29,1.60195693003812,1.949924479800499,1.5302181176201615,2.5502558439275735
2008-03-31,1.4645547921293056,1.9984745644679474,1.6310413350066333,2.684705574338787
2008-04-30,1.4704144813382753,1.9110502534212024,1.4970364450495026,2.4818117731232174
2008-05-31,1.5079546475526235,1.838441187750002,1.3783909330011888,2.300198869633669
2008-06-30,1.4511172785377338,1.752357355261386,1.3795663198584285,2.2955956563376962
2008-07-31,1.4414492518952484,1.7901593588567906,1.339874935435445,2.2431137012497806
2008-08-31,1.4072295217092736,1.7904949735350268,1.3439226930620485,2.2319760536070605
2008-09-30,1.469854215778383,1.775666971713255,1.280596359280591,2.1332547710487293
2008-10-31,1.473158096388747,1.7576095007583896,1.339513744445791,2.228805241088571
2008-11-30,1.753932125128222,2.24721445537921,1.2614410939402325,2.0828131230370217
2008-12-31,1.4766658464551004,1.8550675196068689,1.2558542711997014,2.1022997765847515
2009-01-31,1.4710324206252274,1.8649742307905577,1.347153305933098,2.2761451357246063
2009-02-28,1.4646767890785706,2.431990585132858,1.6347579586694387,2.865532025073871
2009-03-31,1.4629292903890194,2.371832412390554,1.7406347901215085,3.0315628029768424
2009-04-30,1.552406795009156,2.5297314496468197,1.804926961538063,3.17285457146518
2009-05-31,1.4854860908693928,2.45921642827034,1.819089646833629,3.17217913172395
2009-06-30,1.3455846873598023,2.262055297291364,1.6977878952360896,2.9771398435195335
2009-07-31,1.086649971718004,1.8962571415752651,1.392813963023679,2.42933558313191
2009-08-31,1.1266571435256678,1.8519271408678997,1.343350911184146,2.3250316492472924
2009-09-30,0.8975410810808402,1.2958430204962081,1.243348875994995,2.1172474867352564
2009-10-31,0.887834489367258,1.0335199510408788,1.2453619683596422,1.986395714078374
2009-11-30,0.8058290158822714,0.9511908824044483,1.348956149260595,2.1590674305727133
2009-12-31,0.8815791412621934,0.9738991465654396,1.7253735514722135,2.703198280171008
2010-01-31,0.8961482950445149,0.9720597882588541,1.8206043729142962,2.845798459682002
2010-02-28,1.0838890264851924,1.1543158842516004,2.6907934774366673,4.18571120951728
2010-03-31,1.1309378157643462,1.1908082546781151,2.737122927942012,4.340103865686698
2010-04-30,1.1630838984816068,1.19712317193207,2.8798197350568593,4.516757167928515
2010-05-31,1.1550923955217907,1.1747668229715305,2.7409628137502478,4.364036071839366
2010-06-30,1.1706403810945827,1.2154099268536227,2.78248418009379,4.418940708276319
2010-07-31,1.1612167764929093,1.1451141679938974,2.850412299296179,4.537464791408146
2010-08-31,1.2914817102049088,1.044828562050333,2.70628594053503,4.282203312337221
2010-09-30,1.2746010670763466,1.0087970444519563,2.663355012550707,4.188089202848729
2010-10-31,1.376090567886332,1.0313711105258712,2.6015875880529067,4.1400514824081585
2010-11-30,1.5757893861229972,1.0056040077330912,2.5202634608794283,3.9458425261792973
2010-12-31,1.4708657348155658,1.061988325775701,1.8143396259129845,2.810920686628108
2011-01-31,1.5580954003606646,1.1103574854372653,1.8770859528164465,2.9194540023692
2011-02-28,1.6096166133057461,1.2297837514206236,1.7363250331666016,2.680424345105524
2011-03-31,1.4212613143380564,1.2265070108931921,1.6174015225253484,2.4783365300735545
2011-04-30,1.5281582206123034,1.272465537370828,1.660640148233552,2.5835829643232766
2011-05-31,1.4750943975198694,1.3412847534757275,1.5824019938502978,2.4628480246335074
2011-06-30,1.5400724009918885,1.2494412066513525,1.5666790410434595,2.445252502939582
2011-07-31,1.4861289221829779,1.2759274126127984,1.6509886298195773,2.5438471796443647
2011-08-31,1.4488155547761778,1.2724942480127772,1.5642443466617408,2.4015704182995945
2011-09-30,1.381371503540308,1.21296258819509,1.5491809408570318,2.3907505260389534
2011-10-31,1.3270014980118716,1.0596272737049233,1.6165844598249322,2.4966422175153706
2011-11-30,1.2784562579815284,0.9995919173535569,1.6167976265020043,2.4753331470059177
2011-12-31,1.2700722767612593,1.0920274660584575,1.5893634962407481,2.4975877881524036
2012-01-31,1.2657089737455383,1.057588086669177,1.5612521158322643,2.4233368173518812
2012-02-29,1.0303042462092473,2.7650723680673033,3.48941320124851,5.52991723786491
2012-03-31,1.0238463106689397,2.5469004963841035,3.1798045339728587,5.059322642906969
2012-04-30,1.0578440595068628,2.6334962580290027,3.3267850793894245,5.2807778919741954
2012-05-31,1.0768746201277322,2.5304187290928093,3.1439270396385504,5.004597147516524
2012-06-30,1.0061304065964447,2.4369993344795864,3.110469831869343,4.887058565662574
2012-07-31,1.0159965349270172,2.531214040577098,3.139896170871286,4.934514356469643
2012-08-31,1.016925117966332,2.6547014328945004,3.3427109302504965,5.289969250002037
2012-09-30,1.0494694366449597,2.5711398004631016,3.0527614371327747,4.828714910346134
2012-10-31,1.0482142773916443,2.535505477296164,3.125596538702844,4.95768204833012
2012-11-30,1.0565806791388173,2.3590376594257862,2.9614012104941496,4.650992336444284
2012-12-31,0.9779346546221774,2.3651477275390356,2.984544979184777,4.748830870288428
2013-01-31,0.9520490446996301,2.3144858457415523,2.928999878461596,4.645783984989017
2013-02-28,0.8202734700262401,2.2266008499582965,2.709289241628869,4.398451866683251
2013-03-31,0.8059557156471651,2.2969575235574604,2.7910890362361465,4.5190483934670755
2013-04-30,0.831944525116053,2.372584544858536,2.9383270076793395,4.737808390161579
2013-05-31,0.8111387763382516,2.4295434618850447,3.024906366011556,4.929076292805332
2013-06-30,0.7952871307081353,2.5452317553927353,3.3294712592036375,5.402591306674982
2013-07-31,0.7881375993909536,2.6018057188085177,3.3860097086438175,5.463929593025682
2013-08-31,0.7554395801349882,2.6166493901876655,3.3737435144041887,5.443533230548821
2013-09-30,0.7748601166857021,2.5733941742719537,3.4141758870336174,5.518671798286173
2013-10-31,0.7511059518883609,2.6094387879960763,3.510877891995863,5.723497336439598
2013-11-30,0.758646839996846,2.737233733405367,3.6109231540831104,5.830465483354824
2013-12-31,0.7639390048377563,2.9645918473585,4.018488111103414,6.469245476976164
2014-01-31,0.7387956370938923,2.8563427045368392,3.891941702019861,6.315272517031419
2014-02-28,1.427772832040202,3.627365629168431,3.823837942813587,6.154430675309873
2014-03-31,1.401934507544691,3.567330670998924,3.8222634758806433,6.158708921678924
2014-04-30,1.4231095269326277,3.8164481390228886,3.904258906965831,6.306903367202411
2014-05-31,1.4387497596118617,3.761318061216108,4.037293392515558,6.518136439141471
2014-06-30,1.4939918631817495,3.8654051774708855,4.131141361914728,6.6577092460655365
2014-07-31,1.4034400623043122,3.9465695065751802,4.2475623219028,6.853916709327947
2014-08-31,1.4318382875235995,3.969480397005499,4.419459880584079,7.138080658840931
2014-09-30,1.4394141716284414,3.8130316755006652,4.197616070961334,6.755609061827927
2014-10-31,1.378580441094639,3.750966576281415,4.2712185038911255,6.9367837797767375
2014-11-30,1.3886134387625702,3.8988947651769172,4.217363712643266,6.798341916524698
2014-12-31,1.3844906822603633,3.7737467365542683,4.20706273150286,6.812332996938237
2015-01-31,1.3749624538447867,3.910377036858714,4.325492690650044,6.957800347453602
2015-02-28,0.9831500122622601,1.2132257926669532,3.0125207677777346,4.826449911456153
2015-03-31,0.9759878643525922,1.29445285363021,3.069004632319303,4.975639759778027
2015-04-30,0.997225376311703,1.2821422244783662,3.113232764177451,5.032078186040145
2015-05-31,1.0367435438944823,1.415154337478335,3.385688857305905,5.45890821486843
2015-06-30,0.9727153853670749,1.3081863235961797,3.141281513559958,5.027900462300775
2015-07-31,0.9947097036689208,1.2733079524269626,3.1459174207357163,5.072412590608239
2015-08-31,1.0261856301509928,1.2747283470452428,3.147801914721754,5.115119836193815
2015-09-30,1.0512724024528317,1.2590252612426922,3.0850031111519893,4.93537416516885
2015-10-31,1.0423634918372926,1.233044953558673,3.0554073445462526,4.925531827677256
2015-11-30,1.0164611734738713,1.3309310524014422,3.156052760268323,5.135644424691936
2015-12-31,1.0235003676373566,1.3451460707834968,3.1994659898590156,5.138091724499117
2016-01-31,1.0400175777864107,1.3081472791116433,3.3063270110590843,5.338846756961117
2016-02-29,1.77954179621333,0.776450891950099,2.3949307985533097,3.9036439506278575
2016-03-31,1.9071771930412063,0.8138470160729738,2.5515674224277873,4.1372862743174394
2016-04-30,2.4258942968470385,0.968317303419802,3.1164972326285856,5.0056586963771075
2016-05-31,2.5204881366710112,1.0133002461409006,3.2387786054517456,5.206928975001266
2016-06-30,2.672090097677946,1.0448026492447213,3.515630150906718,5.691501653748916
2016-07-31,3.0850855931574444,1.1402047487399825,4.045236972002544,6.57201035601643
2016-08-31,5.53575055457942,2.277681199205837,5.926969847044156,9.525436606122337
2016-09-30,8.486392841508465,7.619471437058669,3.2432281812682913,5.24064746439074
2016-10-31,5.821365350088281,5.3678792206455705,3.1671343746973006,5.125925027562796
2016-11-30,7.311981205253518,8.619328576373618,3.780750616808985,6.182198902513215
2016-12-31,6.793982493215482,7.744068602067321,3.821385753331811,6.300705414910539
2017-01-31,6.768273320434067,7.057306105407544,3.8538185146324677,6.3533076169116685
2017-02-28,7.2802643823244155,9.512583398559835,4.60495962234881,7.583988957189363
2017-03-31,6.905385154133528,8.911992543629905,4.5140723327999,7.438554860189772
2017-04-30,7.12693653308157,8.699928189737403,4.226777230041912,6.946060786058474
2017-05-31,7.09010148040646,8.970992049847812,4.438762379685487,7.261360607536648
2017-06-30,7.084578117574256,8.467063276529762,4.18046228962793,6.863825883455131
2017-07-31,7.631180144750519,9.606116771928251,3.948659762670663,6.559309671448052
2017-08-31,7.423701909739944,9.020149778746518,3.917654938761738,6.4798883602864965
2017-09-30,7.091274890934756,8.823617793071346,3.7241563425036914,6.1108976151955225
2017-10-31,7.0910594710844315,8.272327126433089,3.5489802602925264,5.886788610773319
2017-11-30,7.384660393972724,9.403978225133804,3.4391850342740176,5.678037547750202
2017-12-31,7.095855288651985,8.565845101945191,3.220341590729928,5.336126980301972
2018-01-31,6.6822674791777015,8.298850396379894,2.8279589195420796,4.668183690468418
2018-02-28,4.713238337923274,5.4299602085973415,2.4976517925114243,4.097438182346749
2018-03-31,4.641259343339936,5.44003414910083,2.4164106749725844,4.004540707140763
2018-04-30,4.540185846917174,5.457034608020301,2.5413517768391705,4.208113936699098
2018-05-31,4.1444529872491636,4.793653392507018,2.3485319040028916,3.8562303206156323
2018-06-30,4.240062544758725,5.044794227095477,2.431209284160881,4.011754148801464
2018-07-31,3.9285019309682405,4.88669486507511,2.492200877359489,4.088056467123222
2018-08-31,4.364457456804498,5.279624405618978,2.6345420016293684,4.341367666016658
2018-09-30,4.347719642038608,5.277300804419023,2.6083573146527783,4.2764870367609875
2018-10-31,4.076598854625206,4.729718059097408,2.55868059244168,4.219279532865788
2018-11-30,3.695672715149134,4.645408629687503,2.450214923405302,4.0285670199168475
2018-12-31,4.126832324134573,4.971818968208843,2.6495629941129755,4.340076745746437
2019-01-31,3.7697945978827696,4.394912846508465,2.570675773471222,4.218894977456833
2019-02-28,2.97880822778493,3.704775856305389,2.3235090644581198,3.816626928466492
2019-03-31,2.8023934508439154,3.338171915969025,2.385599990022326,3.915080355388186
2019-04-30,2.866804080733432,3.487752521053427,2.504291237566462,4.091493305475269
2019-05-31,2.8818998043688664,3.427905116629749,2.4875157189279307,4.066783909814238
2019-06-30,2.969698123593423,3.497515711503166,2.4916492247770448,4.12974308821963
2019-07-31,2.8967247130662543,3.6259726644873522,2.790382208995454,4.584772462579304
2019-08-31,2.924196426870202,3.8373868890131133,2.8212986037885153,4.634374149842666
2019-09-30,7.412545507885889,8.58076275416545,3.4687268141123204,5.7541031490055286
2019-10-31,3.0609115067134085,4.134276120073311,3.0521370129909684,5.016307596381593
2019-11-30,3.2389358502464134,4.143094253723861,3.0421223627177176,4.970260748601879
2019-12-31,3.1510996849990436,4.101688131462184,3.0931884564425958,5.112654261984785
2020-01-31,3.410030851762528,4.317206795810786,3.203799701824977,5.247973900728727
2020-02-29,3.8209185308987346,5.601671017785735,3.837282769096773,6.259169659618346
2020-03-31,3.9132835013779994,5.487293207055626,3.945698644312761,6.454695317690882
2020-04-30,3.873047199714608,5.654895556171561,4.045673019930552,6.641742071681649
2020-05-31,4.148215070095657,5.878609202926762,3.983565161826019,6.532180045877333
2020-06-30,4.23457734996836,5.724857195953647,3.933671129199958,6.432005549491973
2020-07-31,4.411133133540171,5.591720384589895,4.118939990293873,6.726611304022098
2020-08-31,5.210720568288124,7.291473150540355,4.3285711284788935,7.161499673864994
2020-09-30,4.507670058441041,6.4695115805955465,3.9381462904772304,6.4894454733614015
2020-10-31,4.029116325827909,5.586961533821841,3.7447751214645124,6.162718215584462
2020-11-30,3.854008807132851,5.71088908080061,3.7080702542117896,6.07213410556607
2020-12-31,3.87790637808703,5.7570575571724065,3.7165170496137105,6.084323324294352
2021-01-31,3.820589519422576,5.269891092915122,3.449924289297074,5.681968362118307
2021-02-28,2.9718421308374317,4.180096567336328,2.9518670917823586,4.8413024351284975
2021-03-31,3.331796621839491,4.538779445185623,3.047677711366614,4.98604298560401
2021-04-30,3.0585874750585034,3.837068493982534,2.7036447677316677,4.441301022478475
2021-05-31,2.964542736286435,4.004438391609925,2.8748820995958266,4.700716191935194
2021-06-30,2.9395162037183953,4.011399282306407,2.70233819802707,4.40362034282824
2021-07-31,2.9467105340084103,3.9577416715160423,2.661897141198885,4.3876959227425045
2021-08-31,2.9219202415151018,3.929831747461176,2.697221772780055,4.415742981920189
2021-09-30,2.902988918099143,3.7728846045087363,2.727358906798566,4.463665825871907
2021-10-31,2.7974365465317605,3.7747898401934648,2.8322260464471425,4.598253840582026
2021-11-30,4.003134135297551,4.962378787055201,2.962808069546917,4.872977311374106
2021-12-31,2.876639569577969,3.6514451171405664,2.6350085594812227,4.283031414238433
2022-01-31,2.851033620079747,3.584456487122378,2.5701008253087556,4.202595849770463
2022-02-28,2.254507720023372,3.0645074614084264,2.476259464546008,4.091266113500433
2022-03-31,2.1733088520995194,2.9654091579492454,2.4537773507709097,4.030397950110939
2022-04-30,2.1005623499624084,3.020878121188761,2.3099167621979793,3.7749459539111903
2022-05-31,2.0324746062825403,2.89957771056452,2.351513426860952,3.881056480578337
2022-06-30,2.1492690663804876,3.0289032490303525,2.274195439268464,3.682166146545053
2022-07-31,2.18518096093543,2.9911949273389156,2.0401566592016693,3.3791885422044037
2022-08-31,2.037277535909405,2.7445612509858464,2.101113850193223,3.4411514026727064
2022-09-30,2.4433963295412537,3.233099487306781,2.059085135795891,3.369029111419831
2022-10-31,2.128209869437175,2.7371982556692473,1.9115869115534998,3.152690595513758
2022-11-30,2.165234073286057,2.731184626870153,1.778179823823351,2.8980615557970615
2022-12-31,2.6686378313811074,3.206060009944627,1.8140800239962047,2.9792336996646527
2023-01-31,2.550924004121807,3.0507653326533606,1.684223486781613,2.753211646639123
2023-02-28,2.707136686495899,3.106398794622415,1.5033905125994167,2.4719965430071147
2023-03-31,2.6965379858724536,2.967082327360988,1.4860732924317892,2.4465927632966595
2023-04-30,2.7972741092387303,2.9177190368392627,1.4622057135796347,2.4281371927554543
2023-05-31,3.071574576685434,3.2881054852395395,1.4596013495326972,2.4003365243229844
2023-06-30,2.672838484855333,2.722223459014166,1.4471569682214145,2.370264060259511
2023-07-31,2.5743298117017557,2.8890056813589586,1.4610387688998046,2.406891683949633
2023-08-31,3.4997866562651136,3.721068146395889,1.3458558850575386,2.2341028291243656
2023-09-30,2.908573685262782,3.1527617760549416,1.345221678922578,2.207942448904853
2023-10-31,3.3272194054945468,3.5508968719623315,1.3731350520521304,2.240102837895839
2023-11-30,2.929414158190435,2.9716164416592505,1.2687456154641936,2.091225310603684
2023-12-31,2.6872843202967194,2.8763854583409993,1.1911125230433377,1.9449560048261179
2024-01-31,2.810714488647937,2.7867817094754526,1.1755679645480612,1.9397698622015047
2024-02-29,2.9297745574502234,2.2607044601171586,1.5631978586145527,2.5617398930558584
2024-03-31,2.6808377583122653,2.276194450833142,1.5597874336346949,2.5150919802864604
2024-04-30,2.5724612669509943,2.144109069730448,1.5084293051513915,2.456407367103074
2024-05-31,2.5350692354884132,2.2246382198721055,1.3908732092462515,2.2233410033811007
2024-06-30,2.5448778665735166,2.1472638686909398,1.3636936564183464,2.1887474729087724
2024-07-31,2.3020715349476384,1.8828595274381328,1.2306689312462522,1.9712504870835357
2024-08-31,2.317080453231082,1.9086319964200227,1.2183056402322472,1.961547645997383
2024-09-30,2.3254316676419435,1.899559034277892,1.1694197225112772,1.8623389396815286
2024-10-31,2.3751711987905963,2.017261744539699,1.0718025591127378,1.704898965395844
2024-11-30,2.489829859130899,2.228352775792174,1.0290429277791582,1.6428357051635722
2024-12-31,2.3412720829826847,2.0991452069842427,1.0020157648535175,1.6034042133942148
