Test_Date,VaR_Portfolio0,VaR_Portfolio1,VaR_Portfolio2,VaR_Portfolio3
2006-03-31,0.8609486189547374,1.9068286830113013,3.305133207125697,5.799075244459312
2006-04-30,0.8821018570832083,1.8026887454209277,3.320285575076247,5.853361147944064
2006-05-31,0.8455184426649806,1.7208629302284388,3.217729891628499,5.598814989694236
2006-06-30,0.8307104605492208,1.7668031849857286,3.205253230451871,5.610124756421384
2006-07-31,0.7450697132862629,1.6176869195911745,2.8807270531451956,5.08944563265457
2006-08-31,0.7391973745693697,1.6030734795586326,2.725916306415693,4.771160641328381
2006-09-30,0.7060621790119075,1.5422927372964559,2.627419266325348,4.620570794134578
2006-10-31,0.7016514956607841,1.5742431621714137,2.7465820898431503,4.826994843952985
2006-11-30,0.6174108670727406,1.5110681989446613,2.5432192470941506,4.478463154025273
2006-12-31,0.6093473045510844,1.6277284024111995,2.599998491800151,4.598839057812881
2007-01-31,0.5056589517079491,1.685808465489872,2.4836571309736186,4.3738192433097
2007-02-28,5.187720613121546,7.816080113697662,4.7933735888038,7.870897747211914
2007-03-31,5.219335930238995,7.918295479917762,5.043514899175924,8.387783125883615
2007-04-30,5.121924049415028,7.645882032600661,4.873687435767695,8.074111858877625
2007-05-31,5.341760459610182,8.065982377025168,5.005970848868872,8.271169672258349
2007-06-30,5.531441543603429,7.727808383198283,4.719520099542419,7.793903571967819
2007-07-31,5.28788089196805,8.153197453972119,5.239589309242831,8.60758711907966
2007-08-31,5.207134865894354,7.968192849367914,4.931740975448516,8.11278648671206
2007-09-30,5.294939134046787,7.91506552086923,5.05308123259792,8.298445163864077
2007-10-31,5.084981920347291,7.673331411480111,4.73882956942805,7.868098834859403
2007-11-30,4.989338075800674,7.11140664885913,4.425252135377158,7.327246735718555
2007-12-31,4.2576038938703284,5.995154139726245,3.5340446369571983,5.866493212737803
2008-01-31,3.6828796146617564,5.097666087364405,2.929917999335624,4.925404577549612
2008-02-29,1.0047950344747765,0.6393081191577427,1.2485819533873317,2.199940641932142
2008-03-31,1.0819791630033515,0.7254679086259465,1.3672818615458986,2.364210524675455
2008-04-30,1.1250798847676386,0.7282393839608214,1.3144930620274144,2.234433828335554
2008-05-31,1.5694031406265057,1.3565309376699186,1.6220398710340838,2.747728122592464
2008-06-30,1.5479485394706525,1.368944577274376,1.5104101495203017,2.5845072227030883
2008-07-31,1.5842971726228214,1.2952046908199069,1.525426386400614,2.610845816924399
2008-08-31,1.5314566131405507,1.246210751771626,1.4342177282328457,2.4298300745914334
